Plate,Well,Sample Name,Target Name,Task,Reporter,Quencher,C?,C? Mean,C? SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
2,C7,AH72,D,UNKNOWN,FAM,NFQ-MGB,28.38898277,28.29666901,0.130551383,,,,FALSE,0.02,TRUE,3,27,,N,N,N
2,C8,AH72,C,UNKNOWN,VIC,NFQ-MGB,26.72395325,26.691185,0.046341304,,,,FALSE,0.02,TRUE,3,25,,N,N,N
2,C8,AH72,D,UNKNOWN,FAM,NFQ-MGB,28.20435524,28.29666901,0.130551383,,,,FALSE,0.02,TRUE,3,26,,N,N,N
2,C9,AH73,C,UNKNOWN,VIC,NFQ-MGB,38.56779861,38.42921448,0.195987567,,,,FALSE,0.02,TRUE,3,35,,Y,N,N
2,C9,AH73,D,UNKNOWN,FAM,NFQ-MGB,32.73061371,33.4467659,1.01279211,,,,FALSE,0.02,TRUE,3,31,,Y,N,N
2,C10,AH73,C,UNKNOWN,VIC,NFQ-MGB,38.29063034,38.42921448,0.195987567,,,,FALSE,0.02,TRUE,3,35,,Y,N,N
2,C10,AH73,D,UNKNOWN,FAM,NFQ-MGB,34.16291809,33.4467659,1.01279211,,,,FALSE,0.02,TRUE,3,33,,Y,N,N
2,C11,AH74,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,Y,Y,Y
2,C11,AH74,D,UNKNOWN,FAM,NFQ-MGB,33.95820618,34.47018433,0.724046469,,,,FALSE,0.02,TRUE,3,32,,Y,Y,Y
2,C12,AH74,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,Y,Y,Y
2,C12,AH74,D,UNKNOWN,FAM,NFQ-MGB,34.98216248,34.47018433,0.724046469,,,,FALSE,0.02,TRUE,3,33,,Y,Y,Y
2,D1,AH75,C,UNKNOWN,VIC,NFQ-MGB,38.04362488,37.6223793,0.595731199,,,,FALSE,0.02,TRUE,3,35,,Y,N,N
2,D1,AH75,D,UNKNOWN,FAM,NFQ-MGB,32.83029175,32.17668915,0.924333632,,,,FALSE,0.02,TRUE,3,31,,Y,N,N
2,D2,AH75,C,UNKNOWN,VIC,NFQ-MGB,37.20113373,37.6223793,0.595731199,,,,FALSE,0.02,TRUE,3,35,,Y,N,N
2,D2,AH75,D,UNKNOWN,FAM,NFQ-MGB,31.52308655,32.17668915,0.924333632,,,,FALSE,0.02,TRUE,3,30,,Y,N,N
2,D3,AH76,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,38.25263214,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
2,D3,AH76,D,UNKNOWN,FAM,NFQ-MGB,27.13297081,27.04862595,0.11928165,,,,FALSE,0.02,TRUE,3,26,,N,N,Y
2,D4,AH76,C,UNKNOWN,VIC,NFQ-MGB,38.25263214,38.25263214,,,,,FALSE,0.02,TRUE,3,35,,N,N,N
2,D4,AH76,D,UNKNOWN,FAM,NFQ-MGB,26.96428108,27.04862595,0.11928165,,,,FALSE,0.02,TRUE,3,25,,N,N,N
2,D5,AH77,C,UNKNOWN,VIC,NFQ-MGB,,,,,,,FALSE,0.02,TRUE,3,15,,N,N,N
2,D5,AH77,D,UNKNOWN,FAM,NFQ-MGB,,,,,,,FALSE,0.02,TRUE,3,15,,N,N,N
2,D6,AH77,C,UNKNOWN,VIC,NFQ-MGB,38.87931824,38.87931824,,,,,FALSE,0.02,TRUE,3,35,,N,N,N
2,D6,AH77,D,UNKNOWN,FAM,NFQ-MGB,31.63648033,31.63648033,,,,,FALSE,0.02,TRUE,3,30,,N,N,N
2,D7,AH78,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
2,D7,AH78,D,UNKNOWN,FAM,NFQ-MGB,27.72981262,27.76822281,0.05431886,,,,FALSE,0.02,TRUE,3,26,,N,N,Y
2,D8,AH78,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
2,D8,AH78,D,UNKNOWN,FAM,NFQ-MGB,27.80663109,27.76822281,0.05431886,,,,FALSE,0.02,TRUE,3,26,,N,N,Y
2,D9,AH79,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,Y,Y,Y
2,D9,AH79,D,UNKNOWN,FAM,NFQ-MGB,36.62005997,35.59952545,1.443256497,,,,FALSE,0.02,TRUE,3,35,,Y,Y,Y
2,D10,AH79,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,Y,Y,Y
2,D10,AH79,D,UNKNOWN,FAM,NFQ-MGB,34.57898712,35.59952545,1.443256497,,,,FALSE,0.02,TRUE,3,33,,Y,Y,Y
2,D11,NEGCON,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
2,D11,NEGCON,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
2,D12,NEGCON,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
2,D12,NEGCON,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
3,A1,NEGCON,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
3,A1,NEGCON,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
3,A2,AH80,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,A2,AH80,D,UNKNOWN,FAM,NFQ-MGB,29.53782272,29.47602844,0.08739166,,,,FALSE,0.02,TRUE,3,28,,N,N,Y
3,A3,AH80,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,A3,AH80,D,UNKNOWN,FAM,NFQ-MGB,29.41423225,29.47602844,0.08739166,,,,FALSE,0.02,TRUE,3,27,,N,N,Y
3,A4,AH81,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,39.89974976,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,A4,AH81,D,UNKNOWN,FAM,NFQ-MGB,29.82019424,29.99221039,0.243268907,,,,FALSE,0.02,TRUE,3,28,,N,Y,Y
3,A5,AH81,C,UNKNOWN,VIC,NFQ-MGB,39.89974976,39.89974976,,,,,FALSE,0.02,TRUE,3,38,,N,N,Y
3,A5,AH81,D,UNKNOWN,FAM,NFQ-MGB,30.16422844,29.99221039,0.243268907,,,,FALSE,0.02,TRUE,3,28,,N,N,Y
3,A6,AH82,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,A6,AH82,D,UNKNOWN,FAM,NFQ-MGB,30.05772972,30.13672638,0.111716799,,,,FALSE,0.02,TRUE,3,28,,N,N,Y
3,A7,AH82,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,A7,AH82,D,UNKNOWN,FAM,NFQ-MGB,30.21572113,30.13672638,0.111716799,,,,FALSE,0.02,TRUE,3,28,,N,N,Y
3,A8,AH83,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,A8,AH83,D,UNKNOWN,FAM,NFQ-MGB,30.30633545,30.2721405,0.048360307,,,,FALSE,0.02,TRUE,3,28,,N,N,Y
3,A9,AH83,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,A9,AH83,D,UNKNOWN,FAM,NFQ-MGB,30.23794365,30.2721405,0.048360307,,,,FALSE,0.02,TRUE,3,28,,N,N,Y
3,A10,AH84,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,A10,AH84,D,UNKNOWN,FAM,NFQ-MGB,28.851511,28.88507843,0.047470164,,,,FALSE,0.02,TRUE,3,27,,N,N,Y
3,A11,AH84,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,A11,AH84,D,UNKNOWN,FAM,NFQ-MGB,28.91864395,28.88507843,0.047470164,,,,FALSE,0.02,TRUE,3,27,,N,N,Y
3,A12,NEGCON,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
3,A12,NEGCON,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
3,B1,AH85,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,B1,AH85,D,UNKNOWN,FAM,NFQ-MGB,30.54511833,30.26270676,0.399388939,,,,FALSE,0.02,TRUE,3,29,,N,N,Y
3,B2,AH85,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,B2,AH85,D,UNKNOWN,FAM,NFQ-MGB,29.98029709,30.26270676,0.399388939,,,,FALSE,0.02,TRUE,3,28,,N,N,Y
3,B3,AH86,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,B3,AH86,D,UNKNOWN,FAM,NFQ-MGB,29.65923882,29.76473236,0.149189055,,,,FALSE,0.02,TRUE,3,28,,N,N,Y
3,B4,AH86,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,B4,AH86,D,UNKNOWN,FAM,NFQ-MGB,29.870224,29.76473236,0.149189055,,,,FALSE,0.02,TRUE,3,28,,N,N,Y
3,B5,AH87,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,B5,AH87,D,UNKNOWN,FAM,NFQ-MGB,28.42113876,28.30200958,0.168472752,,,,FALSE,0.02,TRUE,3,27,,N,N,Y
3,B6,AH87,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,B6,AH87,D,UNKNOWN,FAM,NFQ-MGB,28.18288231,28.30200958,0.168472752,,,,FALSE,0.02,TRUE,3,26,,N,N,Y
3,B7,AH88,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,B7,AH88,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,B8,AH88,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,B8,AH88,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,B9,AH89,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,B9,AH89,D,UNKNOWN,FAM,NFQ-MGB,30.59428978,30.39010239,0.288765937,,,,FALSE,0.02,TRUE,3,29,,N,N,Y
3,B10,AH89,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,B10,AH89,D,UNKNOWN,FAM,NFQ-MGB,30.18591309,30.39010239,0.288765937,,,,FALSE,0.02,TRUE,3,28,,N,N,Y
3,B11,AH90,C,UNKNOWN,VIC,NFQ-MGB,37.32219696,37.81980896,0.703726947,,,,FALSE,0.02,TRUE,3,35,,Y,N,N
3,B11,AH90,D,UNKNOWN,FAM,NFQ-MGB,33.18817139,33.29949951,0.157444447,,,,FALSE,0.02,TRUE,3,31,,Y,N,N
3,B12,AH90,C,UNKNOWN,VIC,NFQ-MGB,38.31741714,37.81980896,0.703726947,,,,FALSE,0.02,TRUE,3,35,,Y,N,N
3,B12,AH90,D,UNKNOWN,FAM,NFQ-MGB,33.41083145,33.29949951,0.157444447,,,,FALSE,0.02,TRUE,3,31,,Y,N,N
3,C1,AH91,C,UNKNOWN,VIC,NFQ-MGB,35.51824188,35.36086273,0.222565025,,,,FALSE,0.02,TRUE,3,34,,N,N,Y
3,C1,AH91,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,C2,AH91,C,UNKNOWN,VIC,NFQ-MGB,35.2034874,35.36086273,0.222565025,,,,FALSE,0.02,TRUE,3,33,,N,Y,Y
3,C2,AH91,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,C3,AH92,C,UNKNOWN,VIC,NFQ-MGB,32.87414169,32.66007233,0.302737117,,,,FALSE,0.02,TRUE,3,31,,Y,N,N
3,C3,AH92,D,UNKNOWN,FAM,NFQ-MGB,34.65219879,35.13937378,0.688972175,,,,FALSE,0.02,TRUE,3,33,,Y,N,N
3,C4,AH92,C,UNKNOWN,VIC,NFQ-MGB,32.44600677,32.66007233,0.302737117,,,,FALSE,0.02,TRUE,3,31,,Y,N,N
3,C4,AH92,D,UNKNOWN,FAM,NFQ-MGB,35.62655258,35.13937378,0.688972175,,,,FALSE,0.02,TRUE,3,34,,Y,N,N
3,C5,AH93,C,UNKNOWN,VIC,NFQ-MGB,34.19391251,33.98873901,0.290156424,,,,FALSE,0.02,TRUE,3,33,,N,N,Y
3,C5,AH93,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,C6,AH93,C,UNKNOWN,VIC,NFQ-MGB,33.78356934,33.98873901,0.290156424,,,,FALSE,0.02,TRUE,3,32,,N,Y,Y
3,C6,AH93,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,C7,AH94,C,UNKNOWN,VIC,NFQ-MGB,34.73917389,34.57685852,0.2295513,,,,FALSE,0.02,TRUE,3,34,,N,Y,Y
3,C7,AH94,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,C8,AH94,C,UNKNOWN,VIC,NFQ-MGB,34.41453934,34.57685852,0.2295513,,,,FALSE,0.02,TRUE,3,32,,N,Y,Y
3,C8,AH94,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,C9,AH95,C,UNKNOWN,VIC,NFQ-MGB,34.38938141,34.16670227,0.314913154,,,,FALSE,0.02,TRUE,3,33,,N,N,N
3,C9,AH95,D,UNKNOWN,FAM,NFQ-MGB,36.26916885,36.26916885,,,,,FALSE,0.02,TRUE,3,34,,N,N,N
3,C10,AH95,C,UNKNOWN,VIC,NFQ-MGB,33.94402695,34.16670227,0.314913154,,,,FALSE,0.02,TRUE,3,33,,N,Y,Y
3,C10,AH95,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,36.26916885,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,C11,AH96,C,UNKNOWN,VIC,NFQ-MGB,37.1496582,37.07651138,0.103445224,,,,FALSE,0.02,TRUE,3,35,,N,N,N
3,C11,AH96,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,35,,N,N,N
3,C12,AH96,C,UNKNOWN,VIC,NFQ-MGB,37.00336456,37.07651138,0.103445224,,,,FALSE,0.02,TRUE,3,35,,N,N,Y
3,C12,AH96,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,Y
3,D1,AH97,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,38.43862915,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D1,AH97,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D2,AH97,C,UNKNOWN,VIC,NFQ-MGB,38.43862915,38.43862915,,,,,FALSE,0.02,TRUE,3,35,,N,Y,Y
3,D2,AH97,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D3,AH98,C,UNKNOWN,VIC,NFQ-MGB,39.96991348,39.24765778,1.021426558,,,,FALSE,0.02,TRUE,3,35,,Y,Y,Y
3,D3,AH98,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,Y,Y,Y
3,D4,AH98,C,UNKNOWN,VIC,NFQ-MGB,38.52539825,39.24765778,1.021426558,,,,FALSE,0.02,TRUE,3,35,,Y,Y,Y
3,D4,AH98,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,Y,Y,Y
3,D5,AH99,C,UNKNOWN,VIC,NFQ-MGB,32.46339035,32.4264679,0.052213538,,,,FALSE,0.02,TRUE,3,31,,N,Y,Y
3,D5,AH99,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D6,AH99,C,UNKNOWN,VIC,NFQ-MGB,32.38954926,32.4264679,0.052213538,,,,FALSE,0.02,TRUE,3,31,,N,Y,Y
3,D6,AH99,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D7,AH100,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D7,AH100,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D8,AH100,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D8,AH100,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D9,AH101,C,UNKNOWN,VIC,NFQ-MGB,38.54455566,38.27885818,0.375752985,,,,FALSE,0.02,TRUE,3,35,,N,Y,Y
3,D9,AH101,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D10,AH101,C,UNKNOWN,VIC,NFQ-MGB,38.01316071,38.27885818,0.375752985,,,,FALSE,0.02,TRUE,3,35,,N,Y,Y
3,D10,AH101,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,Y,Y
3,D11,NEGCON,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
3,D11,NEGCON,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
3,D12,NEGCON,C,NTC,VIC,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N
3,D12,NEGCON,D,NTC,FAM,NFQ-MGB,Undetermined,,,,,,FALSE,0.02,TRUE,3,39,,N,N,N